,firstname,lastname,title,birthplace,birthdate,deathday,fraktion,jobs,total_speeches,sessions_attended,Beifall_party,Beifall_person,Beifall_total,Beifall_person_other_party_speaker,Beifall_while_speaker,Beifall_per_speaker,Zwischenruf_party,Zwischenruf_person,Zwischenruf_total,Zwischenruf_person_other_party_speaker,Zwischenruf_while_speaker,Zwischenruf_per_speaker,Lachen_party,Lachen_person,Lachen_total,Lachen_person_other_party_speaker,Lachen_while_speaker,Lachen_per_speaker,Zuruf_party,Zuruf_person,Zuruf_total,Zuruf_person_other_party_speaker,Zuruf_while_speaker,Zuruf_per_speaker,Widerspruch_party,Widerspruch_person,Widerspruch_total,Widerspruch_person_other_party_speaker,Widerspruch_while_speaker,Widerspruch_per_speaker,Heiterkeit_party,Heiterkeit_person,Heiterkeit_total,Heiterkeit_person_other_party_speaker,Heiterkeit_while_speaker,Heiterkeit_per_speaker
11004753,nicole,hoechst,,Homburg,10.02.1970,,4.0,['Regierungsschuldirektorin a. D.'],53,217,19331,8,19339,0,313,5.90566037735849,2743,112,2855,0,290,5.471698113207547,827,4,831,4,48,0.9056603773584906,772,7,779,0,45,0.8490566037735849,242,0,242,0,8,0.1509433962264151,129,0,129,0,2,0.03773584905660377
11004754,gero,hocker,Dr.,Bremen,30.06.1975,,3.0,"['Bankkaufmann', 'Dipl.-Ökonom']",58,226,26204,16,26220,0,218,3.7586206896551726,998,295,1293,0,114,1.9655172413793103,289,5,294,5,5,0.08620689655172414,232,9,241,0,12,0.20689655172413793,101,2,103,0,2,0.034482758620689655,393,3,396,0,3,0.05172413793103448
11004756,bettina,hoffmann,Dr.,Heimboldshausen,18.01.1960,,2.0,['Dipl.-Biologin'],26,234,31076,7,31083,0,141,5.423076923076923,936,5,941,0,65,2.5,579,1,580,1,3,0.11538461538461539,688,2,690,0,0,0.0,287,0,287,0,1,0.038461538461538464,368,0,368,0,1,0.038461538461538464
11004757,christoph,hoffmann,Dr.,Schliengen,09.12.1957,,3.0,"['Forstwissenschaftler', 'Bürgermeister a. D.']",52,238,27781,64,27845,0,202,3.8846153846153846,1044,77,1121,0,82,1.5769230769230769,308,0,308,0,3,0.057692307692307696,243,6,249,0,8,0.15384615384615385,105,0,105,0,0,0.0,415,0,415,0,4,0.07692307692307693
11004759,matthias,hoehn,,Stolberg,19.08.1975,,5.0,,32,236,29847,8,29855,0,212,6.625,1154,47,1201,0,105,3.28125,438,0,438,0,2,0.0625,668,3,671,0,5,0.15625,255,0,255,0,0,0.0,228,0,228,0,0,0.0
11004760,bruno,hollnagel,Dr.,Hamburg,13.01.1948,,,['Wirtschaftswissenschaftler'],30,236,0,20,20,0,155,5.166666666666667,0,1,1,0,132,4.4,0,0,0,0,1,0.03333333333333333,0,0,0,0,4,0.13333333333333333,0,0,0,0,0,0.0,0,0,0,0,1,0.03333333333333333
11004761,leif-erik,holm,,Schwerin,01.08.1970,,4.0,['Ökonom (M. Sc.)'],48,235,20799,13,20812,0,340,7.083333333333333,2986,61,3047,0,204,4.25,876,1,877,1,6,0.125,868,6,874,0,15,0.3125,252,1,253,0,3,0.0625,143,0,143,0,4,0.08333333333333333
11004762,ottmar,holtz,,"Gobabis, Namibia",27.09.1961,,2.0,['Dipl.-Ökonom'],29,231,30724,12,30736,0,123,4.241379310344827,913,90,1003,0,20,0.6896551724137931,568,1,569,1,0,0.0,680,6,686,0,0,0.0,283,0,283,0,0,0.0,358,0,358,0,0,0.0
11004763,reinhard,houben,,Bensberg (jetzt Bergisch Gladbach),29.04.1960,,3.0,"['Unternehmer', 'Dipl.-Kaufmann']",52,237,27667,21,27688,0,256,4.923076923076923,1037,201,1238,0,177,3.4038461538461537,308,0,308,0,3,0.057692307692307696,243,10,253,0,18,0.34615384615384615,106,0,106,0,4,0.07692307692307693,409,2,411,0,11,0.21153846153846154
11004764,johannes,huber,,Moosburg a. d. Isar,12.01.1987,,,"['Finanzbuchhalter', 'Finanzcontroller']",43,234,0,0,0,0,167,3.883720930232558,0,34,34,0,168,3.9069767441860463,0,0,0,0,18,0.4186046511627907,0,0,0,0,10,0.23255813953488372,0,1,1,0,3,0.06976744186046512,0,0,0,0,2,0.046511627906976744
11004765,ulla,ihnen,,Wittmund,06.01.1956,,3.0,"['Staatssekretärin a. D.', 'Juristin']",25,228,26699,5,26704,0,180,7.2,1004,9,1013,0,64,2.56,288,0,288,0,1,0.04,226,0,226,0,3,0.12,105,0,105,0,1,0.04,401,0,401,0,2,0.08
11004766,hans-juergen,irmer,,Limburg a.d. Lahn,20.02.1952,,0.0,['Oberstudienrat'],13,203,37401,2,37403,0,73,5.615384615384615,976,31,1007,0,59,4.538461538461538,310,0,310,0,1,0.07692307692307693,206,0,206,0,3,0.23076923076923078,149,0,149,0,1,0.07692307692307693,569,0,569,0,1,0.07692307692307693
11004767,fabian,jacobi,,Münster,19.06.1973,,4.0,['Rechtsanwalt'],33,238,21126,12,21138,0,165,5.0,3028,192,3220,0,110,3.3333333333333335,882,2,884,2,11,0.3333333333333333,880,7,887,0,9,0.2727272727272727,261,0,261,0,0,0.0,144,0,144,0,2,0.06060606060606061
11004768,marc,jongen,Dr.,Meran,23.05.1968,,4.0,['Dozent für Philosophie'],63,231,20547,4,20551,0,456,7.238095238095238,2951,43,2994,0,534,8.476190476190476,867,2,869,2,30,0.47619047619047616,861,2,863,0,46,0.7301587301587301,259,0,259,0,19,0.30158730158730157,137,0,137,0,4,0.06349206349206349
11004769,christian,jung,Dr.,Heidelberg,20.12.1977,,3.0,['Studiendirektor a. D.'],24,228,26623,5,26628,0,78,3.25,1004,150,1154,0,55,2.2916666666666665,298,0,298,0,2,0.08333333333333333,224,10,234,0,1,0.041666666666666664,101,0,101,0,0,0.0,402,0,402,0,4,0.16666666666666666
11004770,ingmar,jung,,Wiesbaden-Sonnenberg,04.04.1978,,0.0,['Volljurist'],28,236,43602,10,43612,0,156,5.571428571428571,1162,31,1193,0,132,4.714285714285714,378,0,378,0,1,0.03571428571428571,237,2,239,0,7,0.25,174,0,174,0,3,0.10714285714285714,694,0,694,0,9,0.32142857142857145
11004771,elisabeth,kaiser,,Gera,04.03.1987,,1.0,['Pressesprecherin'],20,199,37876,1,37877,0,133,6.65,1191,0,1191,0,24,1.2,529,0,529,0,1,0.05,494,0,494,0,3,0.15,249,0,249,0,0,0.0,496,0,496,0,0,0.0
11004772,uwe,kamann,,Magdeburg,19.08.1958,,,"['Elektroniker', 'Kaufmann']",27,171,0,26,26,0,78,2.888888888888889,0,8,8,0,96,3.5555555555555554,0,0,0,0,4,0.14814814814814814,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,3,0.1111111111111111
11004773,kirsten,kappert-gonther,Dr.,Marburg,03.11.1966,,2.0,"['Fachärztin für Psychatrie', 'Psychotherapie']",50,238,31574,117,31691,0,351,7.02,950,77,1027,0,96,1.92,590,0,590,0,1,0.02,696,5,701,0,5,0.1,288,1,289,0,0,0.0,372,4,376,0,3,0.06
11004774,torbjoern,kartes,,Freiburg im Breisgau,23.04.1979,,0.0,"['Rechtsanwalt', 'Volljurist']",20,224,41034,4,41038,0,117,5.85,1107,9,1116,0,60,3.0,344,0,344,0,0,0.0,224,0,224,0,4,0.2,163,0,163,0,0,0.0,645,0,645,0,0,0.0
11004775,thomas,kemmerich,,Aachen,20.02.1965,,3.0,"['Jurist', 'Kaufmann']",14,229,26751,0,26751,0,106,7.571428571428571,1002,102,1104,0,41,2.9285714285714284,296,0,296,0,0,0.0,240,2,242,0,6,0.42857142857142855,102,0,102,0,0,0.0,387,0,387,0,0,0.0
11004776,achim,kessler,Dr.,St. Georgen im Schwarzwald,02.08.1964,,5.0,['Literaturwissenschaftler'],45,225,28142,12,28154,0,355,7.888888888888889,1069,132,1201,0,144,3.2,414,1,415,1,5,0.1111111111111111,610,8,618,0,14,0.3111111111111111,251,0,251,0,1,0.022222222222222223,213,0,213,0,3,0.06666666666666667
11004777,jens,kestner,,Northeim,25.12.1971,,4.0,['Bestatter'],14,232,20551,0,20551,0,80,5.714285714285714,2944,2,2946,0,55,3.9285714285714284,870,0,870,0,2,0.14285714285714285,838,1,839,0,1,0.07142857142857142,259,0,259,0,0,0.0,141,0,141,0,2,0.14285714285714285
11004778,stefan,keuter,,Essen,19.08.1972,,4.0,"['Bankkaufmann', 'Diplom-Betriebswirt (FH)']",55,234,20703,7,20710,0,224,4.072727272727272,2949,149,3098,0,314,5.709090909090909,871,3,874,2,19,0.34545454545454546,856,10,866,0,36,0.6545454545454545,256,0,256,0,0,0.0,141,1,142,0,5,0.09090909090909091
11004779,michael,kiessling,,Rütli,29.05.1973,,0.0,['Dipl.-Bauingenieur'],31,237,43900,4,43904,0,136,4.387096774193548,1174,0,1174,0,108,3.4838709677419355,377,0,377,0,2,0.06451612903225806,237,0,237,0,7,0.22580645161290322,176,0,176,0,0,0.0,693,0,693,0,5,0.16129032258064516
11004780,karsten,klein,,Aschaffenburg,02.12.1977,,3.0,['Dipl.-Kaufmann'],30,239,27889,18,27907,0,250,8.333333333333334,1047,21,1068,0,90,3.0,309,0,309,0,0,0.0,243,1,244,0,7,0.23333333333333334,106,0,106,0,2,0.06666666666666667,415,0,415,0,3,0.1
11004781,norbert,kleinwaechter,,Augsburg,22.02.1986,,4.0,['Lehrer'],64,235,20928,38,20966,0,351,5.484375,3006,386,3392,0,428,6.6875,876,14,890,14,27,0.421875,862,51,913,0,46,0.71875,260,2,262,0,14,0.21875,141,1,142,0,4,0.0625
11004782,marcel,klinge,Dr.,Apolda,04.12.1980,,3.0,,17,228,26514,6,26520,0,147,8.647058823529411,986,122,1108,0,64,3.764705882352941,288,0,288,0,0,0.0,216,2,218,0,5,0.29411764705882354,100,0,100,0,1,0.058823529411764705,392,0,392,0,0,0.0
11004783,katharina,kloke,,Düsseldorf,19.02.1987,,3.0,['Rechtsanwältin'],43,239,27889,1,27890,0,225,5.232558139534884,1047,0,1047,0,120,2.7906976744186047,309,0,309,0,2,0.046511627906976744,243,0,243,0,7,0.16279069767441862,106,0,106,0,0,0.0,415,0,415,0,2,0.046511627906976744
11004784,daniela,kluckert,,Nürnberg,22.12.1980,,3.0,['Dipl.-Volkswirtin'],21,220,25836,2,25838,0,95,4.523809523809524,987,50,1037,0,35,1.6666666666666667,284,0,284,0,2,0.09523809523809523,222,2,224,0,5,0.23809523809523808,103,1,104,0,1,0.047619047619047616,389,0,389,0,2,0.09523809523809523
11004786,lukas,koehler,Dr.,München,20.08.1986,,3.0,['Philosoph'],62,233,27191,14,27205,0,333,5.370967741935484,1022,209,1231,0,193,3.1129032258064515,303,1,304,1,5,0.08064516129032258,239,8,247,0,39,0.6290322580645161,103,0,103,0,7,0.11290322580645161,408,0,408,0,9,0.14516129032258066
11004787,enrico,komning,,Stralsund,06.08.1968,,4.0,['Rechtsanwalt'],54,224,19859,3,19862,0,324,6.0,2837,361,3198,0,191,3.537037037037037,845,2,847,1,11,0.2037037037037037,816,3,819,0,6,0.1111111111111111,249,0,249,0,2,0.037037037037037035,136,0,136,0,2,0.037037037037037035
11004788,joern,koenig,,Berlin,29.10.1967,,4.0,"['IT-Unternehmensberater', 'Dipl.-Ing. (MBA)']",19,238,21091,19,21110,0,113,5.947368421052632,3010,77,3087,0,93,4.894736842105263,880,0,880,0,4,0.21052631578947367,879,11,890,0,7,0.3684210526315789,261,0,261,0,0,0.0,144,0,144,0,1,0.05263157894736842
11004789,carina,konrad,,Simmern,19.09.1982,,3.0,['Landwirtin'],31,217,25437,17,25454,0,132,4.258064516129032,952,113,1065,0,92,2.967741935483871,285,1,286,1,0,0.0,215,15,230,0,11,0.3548387096774194,93,1,94,0,0,0.0,368,1,369,0,1,0.03225806451612903
11004790,elvan,korkmaz,,Gütersloh,27.07.1985,,1.0,['Dipl.-Verwaltungswirtin'],22,221,41868,0,41868,0,160,7.2727272727272725,1342,0,1342,0,55,2.5,565,0,565,0,0,0.0,542,0,542,0,3,0.13636363636363635,261,0,261,0,2,0.09090909090909091,532,0,532,0,3,0.13636363636363635
11004791,steffen,kotré,,Berlin,29.04.1971,,4.0,['Dipl.-Ingenieur'],63,227,19914,2,19916,0,370,5.873015873015873,2834,26,2860,0,438,6.9523809523809526,833,0,833,0,18,0.2857142857142857,799,4,803,0,19,0.30158730158730157,243,0,243,0,5,0.07936507936507936,135,0,135,0,2,0.031746031746031744
11004792,rainer,kraft,Dr.,Gräfelfing,08.01.1974,,4.0,['Dipl.-Chemiker'],83,237,21066,22,21088,0,282,3.397590361445783,3018,258,3276,0,218,2.6265060240963853,885,14,899,14,14,0.1686746987951807,879,27,906,0,13,0.1566265060240964,260,1,261,0,2,0.024096385542168676,144,0,144,0,3,0.03614457831325301
11004793,alexander,krauss,,Erlabrunn,08.12.1975,,0.0,['Politikwissenschaftler'],35,239,44253,8,44261,0,165,4.714285714285714,1180,76,1256,0,186,5.314285714285714,379,1,380,1,2,0.05714285714285714,239,3,242,0,10,0.2857142857142857,176,0,176,0,2,0.05714285714285714,696,0,696,0,0,0.0
11004795,michael,kuffer,,München,16.03.1972,,0.0,['Rechtsanwalt'],68,223,41217,1,41218,0,387,5.6911764705882355,1106,8,1114,0,382,5.617647058823529,359,0,359,0,13,0.19117647058823528,230,0,230,0,37,0.5441176470588235,170,0,170,0,6,0.08823529411764706,646,0,646,0,12,0.17647058823529413
11004796,konstantin,kuhle,,Dassel,11.02.1989,,3.0,['Rechtsanwalt'],79,235,27282,77,27359,0,496,6.2784810126582276,1027,466,1493,0,277,3.5063291139240507,308,3,311,3,8,0.10126582278481013,240,6,246,0,40,0.5063291139240507,105,1,106,0,3,0.0379746835443038,414,1,415,0,9,0.11392405063291139
11004797,alexander,kulitz,,Tübingen,12.08.1981,,3.0,['Unternehmer'],3,234,27245,0,27245,0,14,4.666666666666667,1010,1,1011,0,6,2.0,304,0,304,0,0,0.0,241,0,241,0,0,0.0,105,0,105,0,0,0.0,412,0,412,0,0,0.0
11004798,alexander,lambsdorff,,Köln,05.11.1966,,3.0,['Diplomat'],91,229,26706,27,26733,0,331,3.6373626373626373,1011,756,1767,0,179,1.967032967032967,294,3,297,3,3,0.03296703296703297,230,11,241,0,23,0.25274725274725274,103,1,104,0,4,0.04395604395604396,400,7,407,0,13,0.14285714285714285
11004799,ulrich,lechte,,Sinsheim,26.08.1977,,3.0,['Betriebswirt (VWA)'],36,235,27485,82,27567,0,169,4.694444444444445,1037,97,1134,0,73,2.0277777777777777,306,1,307,1,2,0.05555555555555555,242,5,247,0,2,0.05555555555555555,106,0,106,0,0,0.0,414,1,415,0,4,0.1111111111111111
11004800,jens,lehmann,,Stolberg (Harz),19.12.1967,,0.0,['Erzieher'],17,239,44253,2,44255,0,50,2.9411764705882355,1180,4,1184,0,20,1.1764705882352942,379,0,379,0,1,0.058823529411764705,239,1,240,0,4,0.23529411764705882,176,0,176,0,0,0.0,696,0,696,0,4,0.23529411764705882
11004801,sven,lehmann,,Troisdorf,04.12.1979,,2.0,['Angestellter im ö. D.'],39,211,28004,33,28037,0,278,7.128205128205129,834,258,1092,0,76,1.9487179487179487,516,0,516,0,0,0.0,629,8,637,0,6,0.15384615384615385,259,1,260,0,0,0.0,334,0,334,0,1,0.02564102564102564
11004802,helge,lindh,,Wuppertal,06.12.1976,,1.0,['wiss. Mitarbeiter'],118,239,45205,9,45214,0,930,7.88135593220339,1433,26,1459,0,714,6.0508474576271185,622,0,622,0,46,0.3898305084745763,594,2,596,0,58,0.4915254237288136,280,0,280,0,4,0.03389830508474576,593,1,594,0,55,0.4661016949152542
11004805,nikolas,loebel,,Mannheim,17.05.1986,,,"['Betriebswirt (B. A', ')']",23,233,0,0,0,0,96,4.173913043478261,0,1,1,0,71,3.0869565217391304,0,0,0,0,2,0.08695652173913043,0,0,0,0,4,0.17391304347826086,0,0,0,0,4,0.17391304347826086,0,0,0,0,4,0.17391304347826086
11004806,bernhard,loos,,Kaufbeuren,30.07.1955,,0.0,['Unternehmer'],27,239,44253,10,44263,0,77,2.8518518518518516,1180,99,1279,0,118,4.37037037037037,379,1,380,1,0,0.0,239,6,245,0,2,0.07407407407407407,176,0,176,0,1,0.037037037037037035,696,1,697,0,2,0.07407407407407407
11004807,ruediger,lucassen,,Dollerupholz,19.08.1951,,4.0,['Dipl.-Kaufmann'],51,234,20805,2,20807,0,346,6.784313725490196,2979,24,3003,0,252,4.9411764705882355,877,0,877,0,4,0.0784313725490196,872,1,873,0,17,0.3333333333333333,259,0,259,0,5,0.09803921568627451,141,0,141,0,4,0.0784313725490196
11004809,heiko,maas,,Saarlouis,19.09.1966,,1.0,['Jurist'],239,208,38267,0,38267,0,431,1.8033472803347281,1242,5,1247,0,166,0.694560669456067,536,0,536,0,6,0.02510460251046025,478,1,479,0,17,0.07112970711297072,243,0,243,0,2,0.008368200836820083,502,0,502,0,8,0.03347280334728033
11004810,frank,magnitz,,Neuenkirchen,29.06.1952,,4.0,"['Immobilienkaufmann', 'Bankkaufmann', 'Dipl.-Pädagoge']",9,219,19166,7,19173,0,51,5.666666666666667,2707,2,2709,0,65,7.222222222222222,816,0,816,0,2,0.2222222222222222,735,0,735,0,2,0.2222222222222222,230,1,231,0,2,0.2222222222222222,129,0,129,0,2,0.2222222222222222
11004811,jens,maier,,Bremen,10.02.1962,,4.0,['Volljurist'],40,239,21170,4,21174,0,237,5.925,3030,9,3039,0,297,7.425,885,1,886,1,11,0.275,880,0,880,0,29,0.725,261,0,261,0,7,0.175,144,1,145,0,8,0.2
11004812,lothar,maier,Prof. Dr.,Wolfach,19.06.1944,,4.0,['Hochschullehrer'],45,237,20992,0,20992,0,153,3.4,3014,4,3018,0,52,1.1555555555555554,883,0,883,0,3,0.06666666666666667,875,0,875,0,3,0.06666666666666667,260,0,260,0,1,0.022222222222222223,143,0,143,0,2,0.044444444444444446
11004813,birgit,malsack-winkemann,Dr.,Darmstadt,12.08.1964,,4.0,['Juristin'],29,239,21170,0,21170,0,182,6.275862068965517,3030,2,3032,0,182,6.275862068965517,885,0,885,0,9,0.3103448275862069,880,0,880,0,24,0.8275862068965517,261,0,261,0,0,0.0,144,0,144,0,1,0.034482758620689655
11004814,astrid,mannes,Dr.,Hilden,02.01.1967,,0.0,"['Historikerin', 'Bürgermeisterin a.D.']",19,239,44253,56,44309,0,71,3.736842105263158,1180,12,1192,0,55,2.8947368421052633,379,0,379,0,1,0.05263157894736842,239,0,239,0,2,0.10526315789473684,176,0,176,0,0,0.0,696,0,696,0,2,0.10526315789473684
11004815,till,mansmann,,Mannheim-Neckarau,08.01.1968,,3.0,['Redakteur'],42,239,27889,7,27896,0,185,4.404761904761905,1047,2,1049,0,94,2.238095238095238,309,0,309,0,2,0.047619047619047616,243,0,243,0,3,0.07142857142857142,106,0,106,0,1,0.023809523809523808,415,0,415,0,2,0.047619047619047616
11004816,juergen,martens,Dr.,München,03.08.1959,,3.0,"['Rechtsanwalt', 'Staatsminister a. D.']",56,236,27554,53,27607,0,336,6.0,1036,78,1114,0,256,4.571428571428571,304,2,306,2,3,0.05357142857142857,239,1,240,0,11,0.19642857142857142,106,1,107,0,3,0.05357142857142857,403,0,403,0,19,0.3392857142857143
11004817,fabio,de masi,,Groß-Gerau,07.03.1980,,5.0,['Volkswirt'],101,230,28971,52,29023,0,646,6.396039603960396,1099,150,1249,0,270,2.6732673267326734,428,1,429,1,4,0.039603960396039604,642,21,663,0,15,0.1485148514851485,255,0,255,0,3,0.0297029702970297,219,0,219,0,10,0.09900990099009901
11004819,pascal,meiser,,Saarbrücken,07.03.1975,,5.0,['Dipl.-Politikwissenschaftler'],37,236,29493,42,29535,0,205,5.54054054054054,1144,99,1243,0,58,1.5675675675675675,435,1,436,1,1,0.02702702702702703,661,15,676,0,4,0.10810810810810811,257,0,257,0,0,0.0,226,0,226,0,0,0.0
11004820,christoph,meyer,,Berlin,30.08.1975,,3.0,['Rechtsanwalt'],26,233,27151,8,27159,0,157,6.038461538461538,1023,47,1070,0,80,3.076923076923077,305,0,305,0,1,0.038461538461538464,243,2,245,0,4,0.15384615384615385,106,0,106,0,1,0.038461538461538464,393,0,393,0,1,0.038461538461538464
11004821,corinna,miazga,,Oldenburg,17.05.1983,25.02.2023,4.0,['Angestellte Automobilindustrie'],6,191,17220,1,17221,0,54,9.0,2474,44,2518,0,70,11.666666666666666,748,1,749,1,5,0.8333333333333334,629,4,633,0,3,0.5,226,1,227,0,1,0.16666666666666666,121,0,121,0,0,0.0
11004822,mario,mieruch,,Magdeburg,16.08.1975,,,['Dipl.-Ing. Mechatronik (B. A.)'],83,199,0,68,68,0,118,1.4216867469879517,0,2,2,0,99,1.1927710843373494,0,0,0,0,3,0.03614457831325301,0,0,0,0,5,0.060240963855421686,0,0,0,0,2,0.024096385542168676,0,0,0,0,1,0.012048192771084338
11004823,amira,mohamed ali,,Hamburg,16.01.1980,,5.0,['Rechtsanwältin'],45,238,29897,24,29921,0,428,9.511111111111111,1160,134,1294,0,136,3.022222222222222,433,1,434,1,3,0.06666666666666667,664,9,673,0,16,0.35555555555555557,259,1,260,0,2,0.044444444444444446,230,0,230,0,4,0.08888888888888889
11004824,falko,mohrs,,Wolfsburg,23.07.1984,,1.0,['Dipl.-Kaufmann'],52,238,45129,41,45170,0,305,5.865384615384615,1429,155,1584,0,192,3.6923076923076925,622,0,622,0,5,0.09615384615384616,594,11,605,0,17,0.3269230769230769,279,0,279,0,3,0.057692307692307696,592,0,592,0,2,0.038461538461538464
11004825,claudia,moll,,Eschweiler,15.12.1968,,1.0,['Altenpflegerin'],21,236,44742,3,44745,0,130,6.190476190476191,1422,19,1441,0,39,1.8571428571428572,613,0,613,0,3,0.14285714285714285,586,0,586,0,6,0.2857142857142857,278,0,278,0,1,0.047619047619047616,588,0,588,0,7,0.3333333333333333
11004826,siemtje,moeller,,Emden,20.07.1983,,1.0,['Lehrerin (Studienrätin)'],40,235,44224,2,44226,0,194,4.85,1404,10,1414,0,70,1.75,608,0,608,0,1,0.025,576,1,577,0,1,0.025,276,0,276,0,0,0.0,583,0,583,0,5,0.125
11004827,andreas,mrosek,,Dessau,18.01.1958,,4.0,['Dipl.-Ing. für Schiffsführung'],11,221,19916,26,19942,0,57,5.181818181818182,2819,7,2826,0,42,3.8181818181818183,834,0,834,0,1,0.09090909090909091,804,0,804,0,3,0.2727272727272727,245,0,245,0,0,0.0,136,0,136,0,1,0.09090909090909091
11004828,alexander,mueller,,Bendorf am Rhein,17.07.1969,,3.0,"['Dipl.-Informatiker', 'Berufspilot', 'Oberstleutnant d. R.']",20,235,27504,2,27506,0,102,5.1,1031,3,1034,0,38,1.9,305,0,305,0,0,0.0,242,0,242,0,4,0.2,105,0,105,0,0,0.0,412,0,412,0,1,0.05
11004829,axel,mueller,,Esslingen am Neckar,24.07.1963,,0.0,"['Richter', 'Volljurist']",48,237,43907,15,43922,0,170,3.5416666666666665,1174,12,1186,0,209,4.354166666666667,375,1,376,1,5,0.10416666666666667,238,0,238,0,13,0.2708333333333333,176,0,176,0,3,0.0625,691,0,691,0,6,0.125
11004830,claudia,mueller,,Rostock,10.08.1981,,2.0,['Betriebswirtin'],38,234,31086,15,31101,0,241,6.342105263157895,929,22,951,0,66,1.736842105263158,574,0,574,0,2,0.05263157894736842,688,4,692,0,7,0.18421052631578946,286,0,286,0,0,0.0,362,0,362,0,2,0.05263157894736842
11004831,hansjoerg,mueller,,Treuchtlingen,30.04.1968,,4.0,['Dipl.-Volkswirt'],17,205,18189,29,18218,0,91,5.352941176470588,2629,41,2670,0,92,5.411764705882353,791,0,791,0,8,0.47058823529411764,732,4,736,0,15,0.8823529411764706,240,2,242,0,2,0.11764705882352941,121,1,122,0,0,0.0
11004832,sepp,mueller,,Lutherstadt Wittenberg,22.01.1989,,0.0,['Dipl.-Bankbetriebswirt'],29,239,44253,73,44326,0,162,5.586206896551724,1180,57,1237,0,177,6.103448275862069,379,0,379,0,11,0.3793103448275862,239,4,243,0,6,0.20689655172413793,176,0,176,0,2,0.06896551724137931,696,1,697,0,8,0.27586206896551724
11004833,roman,mueller-boehm,,Essen,12.12.1992,,3.0,['Student'],24,210,24501,4,24505,0,130,5.416666666666667,924,29,953,0,65,2.7083333333333335,281,0,281,0,2,0.08333333333333333,202,0,202,0,4,0.16666666666666666,90,0,90,0,2,0.08333333333333333,357,0,357,0,1,0.041666666666666664
11004834,frank,mueller-rosentritt,,Chemnitz,13.06.1982,,3.0,['Dipl.-Betriebswirt'],10,231,27231,69,27300,0,37,3.7,1028,16,1044,0,14,1.4,303,0,303,0,1,0.1,237,4,241,0,0,0.0,105,0,105,0,0,0.0,409,0,409,0,1,0.1
11004835,volker,muenz,,Verden (Niedersachsen),08.08.1964,,4.0,"['Bankkaufmann', 'Dipl.-Ökonom']",35,236,20826,10,20836,0,259,7.4,2997,23,3020,0,207,5.914285714285715,879,0,879,0,7,0.2,867,1,868,0,18,0.5142857142857142,261,0,261,0,5,0.14285714285714285,141,0,141,0,1,0.02857142857142857
11004836,sebastian,muenzenmaier,,Darmstadt,02.07.1989,,4.0,['Finanzanlagen-und Versicherungsfachmann'],31,239,21170,3,21173,0,205,6.612903225806452,3030,124,3154,0,170,5.483870967741935,885,0,885,0,6,0.1935483870967742,880,3,883,0,11,0.3548387096774194,261,0,261,0,3,0.0967741935483871,144,0,144,0,4,0.12903225806451613
11004837,zaklin,nastic,,Gdyna,29.01.1980,,5.0,['Angehörigenpflegerin'],24,237,29882,5,29887,0,179,7.458333333333333,1149,51,1200,0,106,4.416666666666667,439,0,439,0,3,0.125,667,10,677,0,2,0.08333333333333333,259,0,259,0,6,0.25,228,0,228,0,0,0.0
11004839,christoph,neumann,,Leipzig,07.11.1964,,4.0,"['Dipl.-Ing. Pädagoge', 'Unternehmer']",2,225,19679,0,19679,0,12,6.0,2801,3,2804,0,15,7.5,843,0,843,0,1,0.5,797,0,797,0,0,0.0,247,0,247,0,0,0.0,133,0,133,0,0,0.0
11004841,petra,nicolaisen,,Schleswig,12.12.1965,,0.0,['Industriekauffrau'],19,237,44003,15,44018,0,73,3.8421052631578947,1177,2,1179,0,31,1.631578947368421,377,0,377,0,0,0.0,239,0,239,0,0,0.0,176,0,176,0,1,0.05263157894736842,691,0,691,0,1,0.05263157894736842
11004842,jan,nolte,,Bremen,30.12.1988,,4.0,['Soldat'],34,233,20629,4,20633,0,191,5.617647058823529,2941,107,3048,0,94,2.764705882352941,860,2,862,2,4,0.11764705882352941,844,24,868,0,8,0.23529411764705882,255,1,256,0,3,0.08823529411764706,140,0,140,0,2,0.058823529411764705
11004843,ulrich,oehme,,Bischofswerda,17.02.1960,,4.0,"['Versicherungsmakler', 'Dipl.-Ingenieur']",22,221,19623,1,19624,0,112,5.090909090909091,2824,0,2824,0,131,5.954545454545454,843,0,843,0,3,0.13636363636363635,834,0,834,0,8,0.36363636363636365,242,0,242,0,1,0.045454545454545456,134,0,134,0,0,0.0
11004844,josephine,ortleb,,Saarbrücken,25.11.1986,,1.0,['Fachwirtin im Gastgewerbe'],23,232,43882,7,43889,0,154,6.695652173913044,1389,25,1414,0,41,1.7826086956521738,607,0,607,0,3,0.13043478260869565,574,0,574,0,4,0.17391304347826086,272,0,272,0,0,0.0,579,0,579,0,1,0.043478260869565216
11004845,josef,oster,,Zell (Mosel),04.01.1971,,0.0,"['Bürgermeister a. D.', 'Dipl.-Verwaltungswirt']",19,239,44253,5,44258,0,120,6.315789473684211,1180,8,1188,0,95,5.0,379,0,379,0,4,0.21052631578947367,239,0,239,0,4,0.21052631578947367,176,0,176,0,3,0.15789473684210525,696,0,696,0,1,0.05263157894736842
